http://dbpedia.org/resource/Georgia_(country),Georgia,Georgia (country)
http://dbpedia.org/resource/Georgia_(country),Georgia,جورجيا
http://dbpedia.org/resource/Georgia_(country),Georgia,Georgien
http://dbpedia.org/resource/Georgia_(country),Georgia,Georgia
http://dbpedia.org/resource/Georgia_(country),Georgia,Géorgie (pays)
http://dbpedia.org/resource/Georgia_(country),Georgia,Georgia
http://dbpedia.org/resource/Georgia_(country),Georgia,グルジア
http://dbpedia.org/resource/Georgia_(country),Georgia,Georgië
http://dbpedia.org/resource/Georgia_(country),Georgia,Gruzja
http://dbpedia.org/resource/Georgia_(country),Georgia,Geórgia
http://dbpedia.org/resource/Georgia_(country),Georgia,Грузия
http://dbpedia.org/resource/Georgia_(country),Georgia,格鲁吉亚
http://dbpedia.org/resource/Ukraine,Ukraine,Ukraine
http://dbpedia.org/resource/Ukraine,Ukraine,أوكرانيا
http://dbpedia.org/resource/Ukraine,Ukraine,Ukraine
http://dbpedia.org/resource/Ukraine,Ukraine,Ucrania
http://dbpedia.org/resource/Ukraine,Ukraine,Ukraine
http://dbpedia.org/resource/Ukraine,Ukraine,Ucraina
http://dbpedia.org/resource/Ukraine,Ukraine,ウクライナ
http://dbpedia.org/resource/Ukraine,Ukraine,Oekraïne
http://dbpedia.org/resource/Ukraine,Ukraine,Ukraina
http://dbpedia.org/resource/Ukraine,Ukraine,Ucrânia
http://dbpedia.org/resource/Ukraine,Ukraine,Украина
http://dbpedia.org/resource/Ukraine,Ukraine,乌克兰
http://dbpedia.org/resource/United_Kingdom,the United Kingdom,United Kingdom
http://dbpedia.org/resource/United_Kingdom,the United Kingdom,المملكة المتحدة
http://dbpedia.org/resource/United_Kingdom,the United Kingdom,Vereinigtes Königreich
http://dbpedia.org/resource/United_Kingdom,the United Kingdom,Reino Unido
http://dbpedia.org/resource/United_Kingdom,the United Kingdom,Royaume-Uni
http://dbpedia.org/resource/United_Kingdom,the United Kingdom,Regno Unito
http://dbpedia.org/resource/United_Kingdom,the United Kingdom,Verenigd Koninkrijk
http://dbpedia.org/resource/United_Kingdom,the United Kingdom,イギリス
