http://dbpedia.org/resource/United_Kingdom,the United Kingdom,UK
http://dbpedia.org/resource/United_Kingdom,the United Kingdom,U.K
http://dbpedia.org/resource/United_Kingdom,the United Kingdom,U.K.
http://dbpedia.org/resource/United_States,the United States,US
http://dbpedia.org/resource/United_States,the United States,USA
http://dbpedia.org/resource/United_States,the United States,U.S.A
http://dbpedia.org/resource/United_States,the United States,U.S.A.
http://dbpedia.org/resource/Russia,Russia,Russian Federation
http://dbpedia.org/resource/Greece,Greece,Crete
http://dbpedia.org/resource/South_Korea,South Korea,Korea
http://dbpedia.org/resource/Commander_Islands,Commander Islands,Commander Islands
http://dbpedia.org/resource/Commander_Islands,Commander Islands,Kommandeurinseln
http://dbpedia.org/resource/Commander_Islands,Commander Islands,Islas del Comandante
http://dbpedia.org/resource/Commander_Islands,Commander Islands,Îles Komandorski
http://dbpedia.org/resource/Commander_Islands,Commander Islands,Isole del Commodoro
http://dbpedia.org/resource/Commander_Islands,Commander Islands,コマンドルスキー諸島
http://dbpedia.org/resource/Commander_Islands,Commander Islands,Komandorski-eilanden
http://dbpedia.org/resource/Commander_Islands,Commander Islands,Wyspy Komandorskie
http://dbpedia.org/resource/Commander_Islands,Commander Islands,Ilhas Comandante
http://dbpedia.org/resource/Commander_Islands,Commander Islands,Командорские острова
http://dbpedia.org/resource/Commander_Islands,Commander Islands,科曼多尔群岛
http://dbpedia.org/resource/Darfur_Regional_Authority,Darfur,Darfur Regional Authority
http://dbpedia.org/resource/Darfur_Regional_Authority,Darfur,Autoridad Regional Interina de Darfur
http://dbpedia.org/resource/Principality_of_Freedonia,Freedonia,Principality of Freedonia
http://dbpedia.org/resource/Principality_of_Freedonia,Freedonia,Principato di Freedonia
http://dbpedia.org/resource/Barotseland,Barotseland,Barotseland
http://dbpedia.org/resource/Barotseland,Barotseland,Barotseland
http://dbpedia.org/resource/Barotseland,Barotseland,Barotselandia
http://dbpedia.org/resource/Barotseland,Barotseland,Barotseland
http://dbpedia.org/resource/Barotseland,Barotseland,Barotze
http://dbpedia.org/resource/%C3%8Ele_Fourchue,Île Fourchue,Isla Fourchue
http://dbpedia.org/resource/%C3%8Ele_Fourchue,Île Fourchue,Île Fourchue
http://dbpedia.org/resource/Subanon,Subanen,Subanon
http://dbpedia.org/resource/Adjara,Adjara,Adjara
http://dbpedia.org/resource/Adjara,Adjara,أجاريا
http://dbpedia.org/resource/Adjara,Adjara,Adscharien
http://dbpedia.org/resource/Adjara,Adjara,Ayaria
http://dbpedia.org/resource/Adjara,Adjara,Agiaria
http://dbpedia.org/resource/Adjara,Adjara,Adjarie
http://dbpedia.org/resource/Adjara,Adjara,アジャリア自治共和国
http://dbpedia.org/resource/Adjara,Adjara,Adzjarië
http://dbpedia.org/resource/Adjara,Adjara,Adżaria
http://dbpedia.org/resource/Adjara,Adjara,Adjara
http://dbpedia.org/resource/Adjara,Adjara,Аджария
http://dbpedia.org/resource/Adjara,Adjara,阿扎尔
http://dbpedia.org/resource/Cura%C3%A7ao,Curaçao,Curaçao
http://dbpedia.org/resource/Cura%C3%A7ao,Curaçao,كوراساو
http://dbpedia.org/resource/Cura%C3%A7ao,Curaçao,Curaçao
http://dbpedia.org/resource/Cura%C3%A7ao,Curaçao,Curazao
http://dbpedia.org/resource/Cura%C3%A7ao,Curaçao,Curaçao
http://dbpedia.org/resource/Cura%C3%A7ao,Curaçao,Curaçao
http://dbpedia.org/resource/Cura%C3%A7ao,Curaçao,キュラソー島
http://dbpedia.org/resource/Cura%C3%A7ao,Curaçao,Curaçao
http://dbpedia.org/resource/Cura%C3%A7ao,Curaçao,Curaçao (terytorium)
http://dbpedia.org/resource/Cura%C3%A7ao,Curaçao,Curaçao
http://dbpedia.org/resource/Cura%C3%A7ao,Curaçao,Кюрасао
http://dbpedia.org/resource/Cura%C3%A7ao,Curaçao,库拉索
http://dbpedia.org/resource/Georgia_(country),Georgia,Georgia (country)
http://dbpedia.org/resource/Georgia_(country),Georgia,جورجيا
http://dbpedia.org/resource/Georgia_(country),Georgia,Georgien
http://dbpedia.org/resource/Georgia_(country),Georgia,Georgia
http://dbpedia.org/resource/Georgia_(country),Georgia,Géorgie (pays)
http://dbpedia.org/resource/Georgia_(country),Georgia,Georgia
http://dbpedia.org/resource/Georgia_(country),Georgia,グルジア
http://dbpedia.org/resource/Georgia_(country),Georgia,Georgië
http://dbpedia.org/resource/Georgia_(country),Georgia,Gruzja
http://dbpedia.org/resource/Georgia_(country),Georgia,Geórgia
http://dbpedia.org/resource/Georgia_(country),Georgia,Грузия
http://dbpedia.org/resource/Georgia_(country),Georgia,格鲁吉亚
http://dbpedia.org/resource/Ivory_Coast,Côte d'Ivoire,Ivory Coast
http://dbpedia.org/resource/Ivory_Coast,Côte d'Ivoire,ساحل العاج
http://dbpedia.org/resource/Ivory_Coast,Côte d'Ivoire,Elfenbeinküste
http://dbpedia.org/resource/Ivory_Coast,Côte d'Ivoire,Costa de Marfil
http://dbpedia.org/resource/Ivory_Coast,Côte d'Ivoire,Côte d'Ivoire
http://dbpedia.org/resource/Ivory_Coast,Côte d'Ivoire,Costa d'Avorio
http://dbpedia.org/resource/Ivory_Coast,Côte d'Ivoire,コートジボワール
http://dbpedia.org/resource/Ivory_Coast,Côte d'Ivoire,Ivoorkust
http://dbpedia.org/resource/Ivory_Coast,Côte d'Ivoire,Wybrzeże Kości Słoniowej
http://dbpedia.org/resource/Ivory_Coast,Côte d'Ivoire,Costa do Marfim
http://dbpedia.org/resource/Ivory_Coast,Côte d'Ivoire,Кот-д’Ивуар
http://dbpedia.org/resource/Ivory_Coast,Côte d'Ivoire,科特迪瓦
http://dbpedia.org/resource/Nagorno-Karabakh,Nagorno-Karabakh,Nagorno-Karabakh
http://dbpedia.org/resource/Nagorno-Karabakh,Nagorno-Karabakh,مرتفعات قره باغ
http://dbpedia.org/resource/Nagorno-Karabakh,Nagorno-Karabakh,Bergkarabach
http://dbpedia.org/resource/Nagorno-Karabakh,Nagorno-Karabakh,Nagorno Karabaj
http://dbpedia.org/resource/Nagorno-Karabakh,Nagorno-Karabakh,Haut-Karabagh
http://dbpedia.org/resource/Nagorno-Karabakh,Nagorno-Karabakh,Nagorno Karabakh
http://dbpedia.org/resource/Nagorno-Karabakh,Nagorno-Karabakh,Nagorno-Karabach
http://dbpedia.org/resource/Nagorno-Karabakh,Nagorno-Karabakh,Nagorno-Karabakh
http://dbpedia.org/resource/Nagorno-Karabakh,Nagorno-Karabakh,Нагорный Карабах
http://dbpedia.org/resource/Organisation_of_Islamic_Cooperation,OIC,Organisation of Islamic Cooperation
http://dbpedia.org/resource/Organisation_of_Islamic_Cooperation,OIC,منظمة التعاون الإسلامي
http://dbpedia.org/resource/Organisation_of_Islamic_Cooperation,OIC,Organisation für Islamische Zusammenarbeit
http://dbpedia.org/resource/Organisation_of_Islamic_Cooperation,OIC,Organización para la Cooperación Islámica
http://dbpedia.org/resource/Organisation_of_Islamic_Cooperation,OIC,Organizzazione della cooperazione islamica
http://dbpedia.org/resource/Organisation_of_Islamic_Cooperation,OIC,Organisation de la coopération islamique
http://dbpedia.org/resource/Organisation_of_Islamic_Cooperation,OIC,イスラム協力機構
http://dbpedia.org/resource/Organisation_of_Islamic_Cooperation,OIC,Organisatie van de Islamitische Samenwerking
http://dbpedia.org/resource/Organisation_of_Islamic_Cooperation,OIC,Organizacja Współpracy Islamskiej
http://dbpedia.org/resource/Organisation_of_Islamic_Cooperation,OIC,Организация исламского сотрудничества
http://dbpedia.org/resource/Organisation_of_Islamic_Cooperation,OIC,伊斯兰合作组织
http://dbpedia.org/resource/Somaliland,Somaliland,Somaliland
http://dbpedia.org/resource/Somaliland,Somaliland,صوماليلاند
http://dbpedia.org/resource/Somaliland,Somaliland,Somaliland
http://dbpedia.org/resource/Somaliland,Somaliland,Somalilandia
http://dbpedia.org/resource/Somaliland,Somaliland,Somaliland
http://dbpedia.org/resource/Somaliland,Somaliland,Somaliland
http://dbpedia.org/resource/Somaliland,Somaliland,ソマリランド
http://dbpedia.org/resource/Somaliland,Somaliland,Somaliland
http://dbpedia.org/resource/Somaliland,Somaliland,Somaliland
http://dbpedia.org/resource/Somaliland,Somaliland,Somalilândia
http://dbpedia.org/resource/Somaliland,Somaliland,Сомалиленд
http://dbpedia.org/resource/Somaliland,Somaliland,索马里兰
http://dbpedia.org/resource/Syldavia,Syldavia,Syldavia
http://dbpedia.org/resource/Syldavia,Syldavia,Syldavia
http://dbpedia.org/resource/Syldavia,Syldavia,Syldavie
http://dbpedia.org/resource/Syldavia,Syldavia,Syldavia
http://dbpedia.org/resource/Syldavia,Syldavia,Syldavië
http://dbpedia.org/resource/Syldavia,Syldavia,Sildávia
http://dbpedia.org/resource/Syldavia,Syldavia,Сильдавия
http://dbpedia.org/resource/The_Gambia,The Gambia,The Gambia
http://dbpedia.org/resource/The_Gambia,The Gambia,غامبيا
http://dbpedia.org/resource/The_Gambia,The Gambia,Gambia
http://dbpedia.org/resource/The_Gambia,The Gambia,Gambia
http://dbpedia.org/resource/The_Gambia,The Gambia,Gambie
http://dbpedia.org/resource/The_Gambia,The Gambia,Gambia
http://dbpedia.org/resource/The_Gambia,The Gambia,ガンビア
http://dbpedia.org/resource/The_Gambia,The Gambia,Gambia (land)
http://dbpedia.org/resource/The_Gambia,The Gambia,Gambia
http://dbpedia.org/resource/The_Gambia,The Gambia,Gâmbia
http://dbpedia.org/resource/The_Gambia,The Gambia,Гамбия
http://dbpedia.org/resource/The_Gambia,The Gambia,冈比亚
http://dbpedia.org/resource/Ukraine,Ukraine,Ukraine
